author,comment,published_at
@sitizuhrah4888,"Aku baru mau nonton full my idola dr gia , malah ngasih tau film terbaik, kan jadi mau nonton🤭",2026-02-05T16:21:48Z
@kikikimung,apa aku harus jadi dokter igd agar bisa se-happy ini?,2026-02-04T12:29:22Z
@CabeSeluler-hj6ti,Bersyukur banget bisa sembuh dari TBC😊 dan pengobatan cuma 6 bulan,2026-02-04T04:15:59Z
@yeyen7029-gr8zy,gilaaa istimewa bgt jadi wanitaaaaaa,2026-02-03T15:14:32Z
@Agri_TN,"Ngeri juga ya...jadi dokter , liat yg kebelek2.. kena begal ...ngeri pisan.,,",2026-02-03T12:20:04Z
@resma1396,Dr gia skilas mirip rory ansori,2026-02-03T02:50:11Z
@samdraagustriana3701,Berasa lagi denger dossen ngasih matkul 😊,2026-02-02T03:44:02Z
@aysetyafa319,Buku nya apa judulnya dok? Yg cerita pendek IGD,2026-02-01T04:47:08Z
@hakimnur7476,Sepanjang video lemes banget apalagi pas rahim 😭😭😭😭😭😭,2026-01-30T15:01:07Z
@hakimnur7476,Dia kuat banget liat pendarahan yg keluar 😮😮😮 gw mah langsung lemes,2026-01-30T14:50:21Z
@zuwyou,SUMPAH MERINDINH,2026-01-29T16:42:22Z
@izz.bot1418,next pasien yang rahimnya copot diundang kak Raditya di podcast berbagi pengalaman beliau saat melahirkan sampai rahim copot tuh gimana detail ceritanya,2026-01-28T19:16:37Z
@TasyaIsnaeni,dokternya adem bangett,2026-01-28T09:35:26Z
@ksa.novilia,"aku punya riwayat laka mengalami pendarahan dalam di bagian kepala. Sederhananya dokter bilang pendarahan dalam, trus mengeras dan menekan otak kecilku dan itu nyebabin aku lumpuh karena syarafnya terpengeruhi.",2026-01-27T14:08:56Z
@sitikarunia2783,Deket dong SMA nya,2026-01-26T12:29:26Z
@NurKumalasari-gd1np,serasa nonton secara langsung di ruang operasi 😮😮,2026-01-26T08:13:02Z
@MuzzakaChannel,Cara ngomong beliau enak banget didenger dan diserap ilmunya,2026-01-25T22:25:20Z
@Mulyadi-p1i8b,Masha Alloh.. Kerenn bgt ini dr..❤❤❤,2026-01-25T09:28:35Z
@elockendach5008,Aku suka banget SM dokter❤❤❤❤sehat selalu dokter,2026-01-25T03:32:37Z
@iam.shakha,"23:15 bener bgt dulu waktu usia 12thn kena DBD, yg udah lah badanku kurus makin kurus terus mimisan dan kaki lumpuh sementara alhamdulillah udah di RS tinggal masuk kamar 
Alhamdulillah sembuh 😊",2026-01-24T15:50:41Z
@ainanurfadilah432,Baru nonton dan serubgt❤ berasa lagi belajar geratis ttg kesehatan,2026-01-24T03:33:59Z
@BejeBunglon,Bang kok lu gk kasi juga buavitanya,2026-01-24T00:45:01Z
@soniaputrivanjava,Dokter bilang seru.. gw bilang ngilu.. 😮,2026-01-23T16:37:23Z
@Yanuar_-cp9cb,Orang bego kek gini malah bikin podcast,2026-01-23T08:18:30Z
@noviaisnaini4806,"Sepanjang cerita 😮😮😮😢😢😢😢 
dia seru seru seru",2026-01-23T08:02:13Z
@rafidahismaa,"ya ampun dok, kalo jadi dosen saya gapernah absen deh buat masuk wkwkw asik bgt penyampaiannya ga bikin bosennnnn",2026-01-22T11:27:54Z
@hilwaharfa5143,Suaranya terngiang2 kayak gak asing wkwk. Ternyata kan suara yg sering kita denger waktu liat reels dr Gia jelasin organ dan anatomi tubuh ituuu,2026-01-22T08:15:31Z
@ditalstr,"""salam hormat buat seluruh pemilik rahim"" lgsg mrembes nangesss hiks",2026-01-22T02:07:46Z
@aneet29,"kalo guru biologi w di sekolah dlu jelasin fungsi darah dan organ tubuh kayak gini, w jamin ga bakal ngantuk dah",2026-01-21T07:12:40Z
@RatryMutmainnah-k7p,“Itu tegang banget sih seru💀,2026-01-21T05:19:08Z
@zilfafitrifaridda5542,Suka banget obrolan nya daging semua .. ❤,2026-01-20T03:06:45Z
@ridwan_tricks,Seneng sekarang banyak dokter di podcast,2026-01-20T01:15:32Z
@ridwan_tricks,Wkwkwk baru nonton setelah pertemuan kedua,2026-01-20T01:15:12Z
@Kangkhoiruzz,Makasih Ilmunya Dokter Gia 🫡🫡🫡,2026-01-19T17:15:47Z
@sayayonyon,"That ""seruu"" . Dok, saya merinding saking ngeri nya :)",2026-01-19T09:08:12Z
@malik_memory_box,"Si ibu nyawanya awet bgt, wih... Wih... Wih...",2026-01-19T07:50:15Z
@Inggitfebruary23,Rahim di tampung di kresek🙃,2026-01-18T15:31:01Z
@Haikal-r1n,Nonton sambil ngilu ngilu🥰,2026-01-18T08:07:00Z
@lies_sakura_jepanx90,Suka lihat dokter ini 😊 semoga kelak anak2 saya bisa jadi dokter seperti ini aamiin 🙏🏻,2026-01-18T06:58:13Z
@firdausramadan322,👏,2026-01-18T03:00:40Z
@Marthswill,Seru bgttt part 3 donggg bang Radit,2026-01-17T18:35:19Z
@MieAyamyam-p5v9i,"jangan kan ibu yg rahimnya copot beberapa hari kemudian bisa sehat bergas, kita yg ngerawat pasien jiwa di awal ngamuk2, berontak, ngaco, beberapa hari kemudian bagus, kesadaran penuh itu udah seneng bgt, tp kalo udah balik buat dirawat lg rasanya kecewa kita udah rawat dg bener2 sampe rumah si pasien dan keluarga kadang ada yg ga bisa diajak kerja sama itu beneran kecewa bgt",2026-01-17T08:15:07Z
@dh1nie,"Chicken Soup, bacaan dl wkt masih sekolah. Terbayang masa lalu.",2026-01-17T07:47:06Z
@Yourluv_liaa,"Banyakin lagi pls podcast sama dokter gia nya🤩
Ga boong seru bgt dan bermanfaat bgt buat aku, apalagi cara menjelaskan dokter gia menurut aku seru banget karna ekspresif dan selalu excited jadi bikin senang banget ngedenger nya❤",2026-01-16T17:53:56Z
@aneuuapn,"Suaranya, cara bicara dan cara penyampaiannya mirip dr Rahadian Juliansyah Sp.N yg praktik di RS Santo Yusup haha jd berasa lg nganter kontrol bapak tiap bulan",2026-01-16T15:31:26Z
@Kelompok4PIAE,apa judul film yang ditonton yang diawal tu gaes,2026-01-16T15:21:47Z
@gabriel-jl7nz,linu banget dengernya wkwkwk,2026-01-16T13:44:34Z
@SitiHerlina-f4j4b,Entah keberapa kali aku ulangi nonton podcast dokter gia enak bgt storytelling nya❤,2026-01-16T11:03:06Z
@amellia8123,"waah selalu amaze sama podcast2 bareng dokter nya bg Radit, apalgi pas lg negbahas soal rahim dan dokternya bilang ""salam hormat untuk semua pemilik rahim"" aku tanpa sadar nangis terharu🥺se luar biasa itu ternyata kita diciptakan yah..",2026-01-16T07:16:19Z
@susilowati6632,Penjelasan nya cukup mudah di trima ya dokter ini..salam sehat dokter,2026-01-15T13:59:54Z
@rahmadjingkrak1655,merinding,2026-01-15T11:03:57Z
@ahmadi6216,"Mahzab dokter soft spoken : Dr Gia
Mahzab dokter cak cok cak cok : Dr tirta",2026-01-15T07:55:53Z
@channellahinsomnia4739,"dimenit 12 aku ingat ada yang bilang klau semua hal yang ada dibumi ini adalah kumpulan atom yang membentuk menjadi muelkul-molekul, dan mikroba adalah kupulan dari atom tersebut, jadi bisa dibayangakan kecil nya mikroba yang tak terlihat, dimana didalamnya terdapat kumpulan atom yang tak terlihat juga.",2026-01-15T05:03:34Z
@nasaikhobid2946,"Sial,aq nonton sambil makan ga kuat wak😂",2026-01-14T19:12:56Z
@fautiaotty355,"Dokter, masih ada bukunya? Dimana sy bisa beli",2026-01-14T14:47:12Z
@LipNatural,Dokter bilang seru kita merinding,2026-01-14T13:19:31Z
@Chiyoo666,"""Bangsa ini dok..."" pecahhh 😂😂😂",2026-01-14T08:38:06Z
@Chiyoo666,dengan imajinasiku mendengar penjelasan dokter full video merinding 😭😭😭,2026-01-14T08:19:39Z
@lisabbd,"padahal seru ceritanya, tapi gue yang bermasalah, denger ceritanya gemetar+ pusing pas denger cerita rahim copot😭",2026-01-14T05:11:59Z
@Dina_Iswanti,Baru awal udah mrinding 🥲 sehat-sehat ya dok,2026-01-13T03:15:20Z
@Ninis-p9v4i,Perempuan mana yg beruntung memiliki suami dr gia😊,2026-01-13T03:09:45Z
@ciyagranger,dok aku punya buku kamu yang judulnya #Berhentidikamu,2026-01-13T02:18:38Z
@rifqiahmad3167,s-seru ya dok😫,2026-01-12T22:07:29Z
@NurYani-mt2vt,Dokter Gia.....sudahkah anda menikah?????,2026-01-12T10:20:04Z
@saltycheesecakee,MERINDING,2026-01-12T08:26:15Z
@windafatmawati6150,Aku ga nemu filmnya yg mana,2026-01-12T06:22:09Z
@Arista-s6c,Ngobrol yg bikin ikut pinter wkwk ❤,2026-01-12T05:56:15Z
@miajayanti7637,Nonton ini sambil gigit guling😵,2026-01-12T05:12:44Z
@ZahiraZalika-y7e,Suamiku kena DB trombosit nya cuma 5.000 😭😭😭,2026-01-12T02:53:18Z
@herlinpermana3919,Takjub dengan rahim kenapa dr. Gia salut ke pemilik rahimnya bukan ke pencipta rahimnya? 🙏,2026-01-12T01:43:00Z
@WidiyaSplnn,"aku suka dokter nya ngeceritain kisahnyaa, yang ngedengerin nya merinding yg nyeritain nya asik keseruan 🙏😭🤣",2026-01-12T00:47:45Z
@Lululsolin,The apa?,2026-01-11T17:21:19Z
@nadiagrc1728,EPIC! Gilaaa gila gila,2026-01-11T16:05:25Z
@ashilathalib7749,"Barakallahu fiik dr Gia ❤ meskipun agak disturbing untuk kami yg awam medis, tp seruu dengerin cerita & edukasinya. Semoga kedepannya semakin banyak dokter dokter muda berdedikasi spt dr. Gia. ❤️🌺",2026-01-11T13:14:05Z
@arapelangi,Masyaalloh... Jadi tambah bersyukur habis nonton podcast ini...,2026-01-11T10:26:16Z
@PutriIndri-w7k,"GK mau nikah plis😭
Aku nonton sambil nangis takut banget sumpah 😭",2026-01-11T07:33:30Z
@AhmadMaolana49,dok bahas stroke dong dan cara menyembuhkannya,2026-01-11T06:57:30Z
@syafiyahayati,passionate bgt dok ini nih kerenn!!,2026-01-11T01:38:43Z
@EYkaaaaaaaaaaaaaa,"Woy tolong w dengernya sambil engap, g kuat",2026-01-10T16:39:25Z
@scndates,Gw takut,2026-01-10T16:29:31Z
@BellaBiuBiu,Ahh kok ngerii😢😢😢,2026-01-10T14:57:28Z
@ernafatmawati9012,"Kuuereen dokternya, mudah difahami penjelasan nya",2026-01-10T14:21:10Z
@nismawati0214,Aduuhh perut jdi ikutan nyerriiii lagii 8:00,2026-01-10T12:49:27Z
@iklimahasshofwah7308,"Coba jadi guru biologi dok , pasti menyenangkan dan mudah dimengertiiiiiiiiiii",2026-01-10T11:44:53Z
@chaesha_,"Suka bangeeet denger orang yang menceritakan cintanya, sangat paham semua yang dijelaskan!!",2026-01-10T06:01:22Z
@ayahuaschhhhaaaaa,GW YANG LEMES ANJIR PAS DENGERIN CERITA PERTAMA 💀💀💀💀,2026-01-10T03:28:31Z
@sherlyfrans5899,Bang radith.. Banyakin podcast bareng dr. Gia yaaaaa,2026-01-10T00:52:25Z
@Nur-e4c4t,Dokter yg sngt baik dan ramah hebat,2026-01-09T23:31:57Z
@iistrissetia,Dok berasa nonton dr romantic tau nggaa 😅,2026-01-09T18:22:50Z
@MiJiKitoFamily,seruu banget 😍,2026-01-09T15:59:36Z
@alaeni18,"""the trauma code"" gilakkk keren bngettt",2026-01-09T15:34:51Z
@JujuJayanti01,Film kedokteran drakor yang dimaksud dokternya apa yah. Ada yang tau?,2026-01-09T14:01:04Z
@khauraadniqtisodiyah2025,"suka banget sama storytelling nya doctor Gia, Tertarik banget sama ngerawat diri lebih baik lagi... Ditunggu part 3nya",2026-01-09T12:26:59Z
@litadwiyana1871,"RI=JM : IT
Resiko Infeksi = Jumlah Mikroba : Imunitas Tubuh",2026-01-09T12:25:36Z
@velianarizky5796,"Tontonan kita sama dok, trauma code, seru bgt selalu rewatch 😂",2026-01-09T12:09:48Z
@ripaysupriadi3030,14:05 common cold=enter wind😅,2026-01-09T11:50:44Z
@Anisapiyuu,"suara dokternya mirip kaya voicer 'kok bisa?' ya kalo menurutku kaya ga asing, tapi gatau bener atau engga🙏🏻",2026-01-09T11:20:54Z
@dewisalma9664,Mirip jess no limit,2026-01-09T10:40:25Z
@husnulhotimah-z8i,iklannya mulus bgt mienn,2026-01-09T08:25:15Z
@keisyaazami18,"buat dr gia terimakasih banyakj atas ilmu bermanfaatnya, sukses selalu bener2 happy dan suka bgt sama cara penyampaian nya berasa denger dongeng, sukses selalu dok dan bang radit yg jg gk kalah keren saat nanggapi obrolan dr gia",2026-01-09T05:21:41Z
@pdrseverance,22:41 suaranya bg radit berubah 😂,2026-01-09T04:52:02Z
@rahitaMu,"Pernah DB trombosit sampe 5 ribu. BB turun langsung krn ga mau makan minum, ga mau ngapa2in",2026-01-09T04:02:35Z
@goldencell866,pa dokter gmna caranya sembuhkan asam lambung,2026-01-09T03:39:55Z
@melati1536,Guys dsini bang radit lagi nonton apa ya?,2026-01-09T02:03:06Z
@fikaayuf,Ketika seseorang sangat mencintai profesinya🥹,2026-01-09T01:45:32Z
@MeowChan-7xb,"cerita rahim copot itu udah baca tulisannya dokter gia yang di post di ig, tp pas denger podcastnya ga jadi nangis, seoalnya ceritanya pake senyum2, gimana tuh, pas baca aja aku nangis2",2026-01-09T01:33:18Z
@KakakDella-o9p,"gak sanggup bgt dgernya, bru mnit ke 3 sdh berasa keiris2 hatinya, mo nangeees...",2026-01-09T01:00:49Z
@sssssss-f4k,Kok gak 2 jam,2026-01-08T23:06:01Z
@TraleloTralala123,lemes selama nonton,2026-01-08T19:02:32Z
@Mrs.NIALUSIANA,💦,2026-01-08T19:02:27Z
@gerdafaradila3119,Suka sekali sama dokternya sangat sangat menenangkan dan menyenangkan😊,2026-01-08T16:47:24Z
@Mutualyukk,"Pasienny jg hebat bgt gk si bisa nahan sakit smpe segitunya 😭😭😭😭 . 

Trus sgt disygkan bgt yaa pra dokter lain kek gk trima cerita ini . Masaa iyaa dokter mw ngarang ceritaaa",2026-01-08T15:47:28Z
@Nova123-q3m,70 per NOL,2026-01-08T15:43:22Z
@channieee0506,"sumpa yg mau tau lebih dalem tentang hal medis tentang sel² tubuh yg kerja setiap hariny kalian wajib nntn cell at work guys, sumpill seruww aplgi yg kode black ny. biar bisa lebih aware jg sm kondisiii tubuhhh☝☝",2026-01-08T15:23:12Z
@aullia1306,"itu bang radit sm dr gia, bilang nonton series apa yaa?",2026-01-08T11:33:53Z
@sisca_bordupat,"Saya kesini karena liat postingan yg kedua. Kudu lihat yg peetama nih. Eh pas dengerin, perut sedang laper banget, sedang masak, mo makan aduhhh bisa nelen ga ya ini 😂😅",2026-01-08T10:44:07Z
@cirell-a2717,Wih dengerin cerita pak dokter sungguh mukjijat itu nyata 🥲,2026-01-08T08:12:24Z
@yulianasafitri1303,Perut guaaa sakittt dengerinnya😭😭,2026-01-08T07:13:24Z
@UmnaVlog,Keren banget dokter gia dan bang radit,2026-01-08T06:54:50Z
@NATYONGJIECHA,Nonton ini bikin sngt termotivasi secara nyata untuk lebih baik lagiii dalam menjalani pola hidup sehat👍✨ btw dokternyaa bertugas di RS mana yaa nuhunn🤩,2026-01-08T06:45:16Z
@pramandajasmine5751,ngiluuuu😭😭😭😭,2026-01-08T06:42:45Z
@nanasusantoofficial9106,Bang radit selama mendengarkan belike : 😳🫥😬😵‍💫😵,2026-01-08T05:21:11Z
@zaynizerza,Ngga ah. Di menit 27 langsung skip. Mon map🙏,2026-01-08T04:03:22Z
@AnggyAnggrainy-p7b,Positive vibes bgtt dokter nyaa,2026-01-07T14:20:37Z
@manusia-d8s,"Kebalikan dr tirta, dokter gia nya soft spoken banget😭👍✨✨",2026-01-07T11:34:16Z
@rehanmolika6853,untuk TBC Iya rutin di pantau ke rumah sama tim tbc dari puskesmasnya ..,2026-01-07T10:44:11Z
@LaveniaRanny,Aduh ganteng banget dok😁🫣,2026-01-07T09:06:07Z
@Nyonya222,Podcast Radit yang pertama kali kutonton dengan full setelah shortnya seliweran kutonton,2026-01-07T08:11:46Z
@Pelle-g3i3q,ibu nya kuat banget semoga sehat selalu ibu dan anaknya,2026-01-07T08:02:17Z
@afitasari2082,Lah rsud dokter slamet deket jeng imah abiii,2026-01-07T07:26:17Z
@kaorhy,"Bru sempat menonton dengan segala ke hectican hidupku, dan satu hal yang paling bikin amaze adalah bagaimana penggambaran dokter gia dalam menyampaikan semua hal yang ada, pembawaannya enak bangettt, aku harap semua dosen di tempatku kuliah pembawaannya seperti beliau gitu pelan anggun satu per satu, aku amaze banget dokter. Keren banget seluruh dokter di bumi ini memahami berjuta juta hal untuk kita, terimakasih banyakkk bangett kak radit atas mengundang dokter hebat seperti beliau saya harap diperbanyak lagi konten2 tentang kesehatan yang sangat ""seru"" ini dalam dunia per konten creatoran negeri kita❤",2026-01-07T05:32:19Z
@14.amyalfiramaulina18,merinding banget masyaallah,2026-01-07T05:29:01Z
@akhmadsusilo8342,kenapa harus ada Buah Vita nya??wkwkwkwk,2026-01-07T04:22:37Z
@arseliacandra643,film nya the pitt sama apa yg korea?,2026-01-06T15:52:13Z
@ElsaMonika-iv4sk,"Nonton ini lg makan, baru 2 menit pertama langsung mual 😭😭",2026-01-06T15:30:01Z
@DikaRiski-t4g,Film apa yang di tonton bang radit sma dr giaaa judulnya? Please yang tau komen 🙏🏻🙏🏻,2026-01-06T14:48:18Z
@Amir-Smile,9:58 masyaallah,2026-01-06T14:34:17Z
@Amir-Smile,"Dari video terbaru, baru ke sini. se 7:09 asik itu dokter gia",2026-01-06T14:31:16Z
@reisbae,Bang coba undang dokter gia lagi bahas penyakit awlto imun dong,2026-01-06T14:29:29Z
@iiiammmm,Nonton podcast nya gak kuat namatin sekalii.. baru 4 menit udahh 😮😮😢😬😷😵😵‍💫,2026-01-06T14:18:40Z
@hutna_hyt,suka bgt cara penyampaian nya mau nonton yt atau sekmen dokternya deh biar nambah wawasan,2026-01-06T12:31:49Z
@faizirma1771,"Sumpah aku yang lahiran normal aja takut banget, dengernya ngilu ngilu perih gitu 
Ehh malah dokternya ""ini seru ini seru""😂😂😂",2026-01-06T12:03:35Z
@Avuuu_ID,MUAL ANJR YG BAGIAN RAHIM😭,2026-01-06T09:27:52Z
@HAMZ_281,nonton podcast sekaligus dapat ilmu..  bahasa mudah dimengerti.  Sehat selalu dokter Gia... salam buat  keluarga,2026-01-06T04:53:47Z
@Fiiries,"Ketauan dbd di hari ke 7 pas di puskesmas after bolak balik periksa disana, itupun krn mm kekeh untuk tes darah, trombosit udh nyentuh ke 9000/6000 lupa, lngsng dirujuk, di rs dokter udh ngomong harus ikhlasin ak (baru tau stlh kejadian 10th++), di rs mimisan, pup darah, ditambah mens yg deres nya ga normal, sesek nafas. Stlh dewasa trnyt db ku udh gejala berat, alhamdulillah survive mana wkt itu kelas 9 dan mau ujian sekolah. Emg dah biasa kl US/UN sakit😂",2026-01-06T04:20:18Z
@Antusiani,Dok aku lagi hamil aku pingin ank ku kyk dokter amin,2026-01-06T04:20:06Z
@pokolobastd4500,obrolan yang kalo pak dokternya jelasin gw merinding,2026-01-06T04:17:12Z
@nita-m3b,"Seru ,kata dokter😂😂",2026-01-06T04:09:20Z
@imassln,"aku gak bisa nonton ini, sumpah membayangkannya aja udah lemes",2026-01-06T03:43:16Z
@xsisi,Demiiii ngeriii bgtttt 😖,2026-01-06T02:13:03Z
@saifulmajid315,"Tadi bilang nya film apa
Film picth ya,,,,,serius nannya",2026-01-06T02:12:57Z
@pashyaa6105,"Dokter Gia cocok banget jadi dosen, jelasinnya super enak. Mahasiswa kedokteran pada gampang banget nyerapnya sih ini. Keren!",2026-01-05T22:55:37Z
@harrysgani7591,"Dokter Gia dia orang yang baik , bisa terasa dia baik , barakallah Dokter Gia",2026-01-05T19:02:50Z
@frafirdaus.raynaldi.a8874,Emng gk salah bg radit undang dokter se enak ini menjelaskan ..jadi kebuka wawasan gua tentang kesehatan ..bener² msuk smua ilmu nya dan part 2 nya pun masuk smua emng keren dok ..sehat selalu sekeluarga ya dok,2026-01-05T16:52:12Z
@ayuyolanda894,Film nya apa coba sekali LG?,2026-01-05T15:28:33Z
@graciassszip,"alamak nonton ini niatnya buat nemenin makan malem, untung pembawaan dokternya asik meski suasana yg diceritakannya dagdigdug gedebak gedebuk",2026-01-05T14:58:38Z
@agustyrodiahmayarrini5672,"dokter ngejelasin nya happy banget, kayak gada serem seremnya:(",2026-01-05T14:35:29Z
@pundipalupi1444,Penjelasannya dr. Gia cells at work banget 😂,2026-01-05T13:19:17Z
@dilsacardianova2494,bang radit gugup ga ya tbtb dikasih mini test 😭,2026-01-05T13:07:20Z
@bayy1202,seruuu bgt ini plisss haha dn sehat selalu ya pak dokter biar bisa terus jaga di igd dn dpt cerita baru yang lebih mind blowing lainnya 😂🤟🏻,2026-01-05T12:46:06Z
@rindiantikaningsih2429,sebagai pecinta drakor perdokteran ini dokternya asik banget yakin😂😂,2026-01-05T12:43:18Z
@arvinonaniputra1437,Aku suka cara dok gia bercerita seruu bangett,2026-01-05T12:34:59Z
@ikanurhayati2176,Drama korea tentang dokter yang bang radit tonton apa deh yg diseburt di video?? Gak jelas nyebutnya soalnya,2026-01-05T12:34:47Z
@afterg8985,"dokter, spill series yg di tonton itu dongg aku mau ikut nonton jugaa pleaseee",2026-01-05T12:19:38Z
@trianur4647,Ceritanya seruuuu tpi bikin ngilu 😱😭😭😭,2026-01-05T12:11:50Z
@nendenayutriastuti9796,"Aaahh itu aku baca,Kambing jantan ,Radikus,Cinta Brontosaurus,aku baca itu pada tahun 2012 itu pun om aku yg baca pas aku maen di kamar om ku ada buku itu aku ambil semua dan aku baca semua",2026-01-05T10:13:08Z
@IkaIky-h6g,Pngen punya dosen kek dr.gia,2026-01-05T09:34:23Z
@trimaniagea5669,gw dari awal menganga tapi dokternya ketiwi mulu aaaa nangis banget,2026-01-05T09:00:30Z
@sitiropiah2470,"Abi ge di garut, 4x lahiran ku mak paraji, justru paraji mah te wantunen kudak kodok sekali pun alasanna nyandak plasenta, tapi ieu mah paraji anu mantuan abi nya, wallahi di luar eta mah.

Kalah kajian rahim ka bedol di tempat abi mah ku bubid anu masih engal keneh, di candak ka RS te aya nu wantunen nanganan, ahirna di sareatan di kereyeh ku mak paraji sa mingon alhamdulillah rahim na lebet deui, tadi na nolol dina palawangan, korban na te tiasa kukumaha ngompol micen didinya te tiasa kukumaha pisan ciga orok we.",2026-01-05T08:18:37Z
@putriadelia2707,❤❤❤❤❤❤,2026-01-05T08:16:23Z
@nurulmawaddah96,"almarhum ayh aku jantung
kakak aku tbc tpi alhamdulillah udah sembuh 
aku asma",2026-01-05T07:35:45Z
@MyMusic-wf3qj,Thanks dr gia aku jdi punya ilmu baru jadi ke isi ilmu otak ku soalnya males belajar jadi ga punya ilmu apa apa,2026-01-05T07:23:12Z
@annaaahachimiii,The fit,2026-01-05T07:22:59Z
@alvinoperdana4446,"Kalo udah ngomong mesin penggilingan daging+rumah sakit, aku tau kelanjutannya seperti apa tanpa harus diceritain 😭😭",2026-01-05T06:57:45Z
@whistleanic,Film apa sii yang dibahas bang Dikaaa? Can anyone tell mee?,2026-01-05T06:26:36Z
